編號	名稱	分類	子分類	會長頭銜	會長姓名	成立日期	電話	核准立案字號	會址
5200	中華民國關懷更生人協會   (解散)	社會團體	(社會服務及慈善團體)	理事長	陳川  	81/12/16	04-2297-9366		台中市華美街二段二六二號一０樓之一
5201	中華民國關懷身心障礙輪椅運動舞蹈協會	社會團體	(體育運動團體)	理事長	謝娟娟  女士	92/05/18	02-2721-2971	0950195707	106臺北市大安區敦化南路1段192號11樓
5202	中華民國關懷弱勢家庭協會	社會團體	(社會服務及慈善團體)	理事長	黃春美  	100/03/27	04-8365160	1000095751	彰化縣員林鎮園林大街93號
5203	中華民國關懷清寒弱勢族群生活協會	社會團體	(社會服務及慈善團體)	理事長	林郁慧  女士	98/11/17	0928501866	0990048326	台北市中山區松江路27號12樓之3
5204	中華民國關懷魚鱗癬症協會	社會團體	(社會服務及慈善團體)	理事長	陳麗琴  女士	90/08/01	02-27423071		110臺北市信義區虎林街119巷17號1樓
5205	中華民國關懷腦瘤兒童協會	社會團體	(社會服務及慈善團體)	理事長	宋麗玲  女士	89/07/22	02-28739186	8926929	112臺北市北投區石牌路2段201號榮總小兒神經外科
5206	中華民國關懷親子協會	社會團體	(社會服務及慈善團體)	理事長	陳世文  	84/09/17	02-2903-9328		新北市新莊區青山路一段九四號一樓
5207	中華民國霧峰文化創意協會	社會團體	(學術文化團體)	理事長	林錫銓  先生	94/08/27	04-23328390	0940037080	臺中市霧峰區民生路156-11號
5208	中華民國類風濕性關節炎之友協會	社會團體	(社會服務及慈善團體)	理事長	陳雲珍  女士	83/01/16	02-2874-0735	8378530	臺北市北投區石碑路2段201號榮總思源樓
5209	中華民國鵪鶉協會	社會團體	(經濟業務團體)	理事長	賴武郎  先生	97/11/16	08-7777586	0970217111	屏東縣萬丹鄉四維村廣維路109巷9號
5210	中華民國嚴重急性呼吸道症候群之友協會	社會團體	(社會服務及慈善團體)	理事長	雷沛霖  先生	100/12/24	02-23895285	1010226242	臺北市長泰街6號3樓
5211	中華民國寶石協會	社會團體	(經濟業務團體)	理事長	林嵩山  先生	77/09/17	02-577-7476	632975	臺北市松山區南京東路4段100號11樓
5212	中華民國寶石科學研究協會   (解散)	社會團體	(經濟業務團體)	理事長	宋志良  	83/06/11	02-2586-4014		台中市大雅路五一五號五樓
5213	中華民國寶吉祥佛教文化交流協會	社會團體	(宗教團體)	理事長	方一強  先生	92/11/02	02-27493924	0920062332	台北市大同區民權西路136號17樓
5214	中華民國寶貝花園母乳推廣協會	社會團體	(社會服務及慈善團體)	理事長	王文心  	92/08/02	07-384-6196		高雄市三民區平等路23巷22號
5215	中華民國寶恩生命慈善關懷協會	社會團體	(社會服務及慈善團體)	理事長	王紹名  先生	97/08/07	07-9551888	0970145310	高雄市一心一路239號8樓之2
5216	中華民國寶塔墓園管理發展協進會	社會團體	(社會服務及慈善團體)	理事長	劉偉龍  先生	86/08/20	02-28973339		104臺北市民權東路2段166號
5217	中華民國礦岩協會	社會團體	(經濟業務團體)	理事長	曾信夫  	83/12/11	02-2894-5067		台北市中和街五七巷二號一樓
5218	中華民國競技體育運動舞蹈聯合會   (解散)	社會團體	(體育運動團體)	理事長	歐泓佑  	89/01/14	02-8787-3112		台北市南京東路五段五八號三樓
5219	中華民國籃球協會	社會團體	(體育運動團體)	理事長	丁守中(補選)  先生	62/03/24	02-2711-2283	364688	104臺北市中山區朱崙街20號6樓
5220	中華民國籃網球協會	社會團體	(體育運動團體)	理事長	楊忠和  先生	94/09/21	02-2771-7221	0940070632	台北市中山區朱崙街20號9樓906室
5221	中華民國耀華生命關懷協會	社會團體	(社會服務及慈善團體)	理事長	吳詩敏  女士	98/09/18	02-27547668	0980194970	台北市松山區八德路4段88號4樓
5222	中華民國蘇周連宗親會	社會團體	(宗親會)	理事長	周平定  先生	99/08/29	06-2359526	0990187189	70145台南市衛民街20號
5223	中華民國議事學會   (解散)	社會團體	(學術文化團體)	理事長	郭登敖  	76/05/10	02-2732-3552	512223	台北市大安區崇德街三一巷十一弄十一號一樓
5224	中華民國警犬訓練協會	社會團體	(社會服務及慈善團體)	理事長	張宏銘  先生	67/07/16	04-23021009	8725263	403臺中市西區昇平街70號
5225	中華民國警民治安協會   (解散)	社會團體	(社會服務及慈善團體)	理事長	呂孟璋  	86/11/23	06-245-2300		台南市怡安路二段五九七號
5226	中華民國警察之友總會	社會團體	(社會服務及慈善團體)	理事長	吳東亮  先生	71/08/14	02-2391-8773	8209035	臺北市忠孝東路1段7號(寄信處:台北市中山區天津街1號1樓)
5227	中華民國警察眷屬關懷協會	社會團體	(社會服務及慈善團體)	理事長	陳秀華  女士	99/04/25	02-26944528	0990214851	新北市汐止區民族5街8號12樓之2
5228	中華民國警衛保安協會	社會團體	(社會服務及慈善團體)	理事長	鄭德金  	91/03/09	02-2371-4470	10A9025902	台北市民權東路一段四十六號一樓
5229	中華民國釋教道法二門聖會	社會團體	(宗教團體)	理事長	鄭水土  先生	97/01/01	03-3618362	0970025351	桃園縣八德市建國路1182號2樓
5230	中華民國麵包花與紙粘土藝品推展協會	社會團體	(經濟業務團體)	理事長	吳泫伶  女士	83/05/22	02-2314-0088	8313971	臺北市萬華區康定路70號3樓
5231	中華民國攝影技藝協會   (解散)	社會團體	(學術文化團體)	理事長	孫金富  	81/11/12	02-2591-7249	8187962	台北市民族東路一００號五樓
5232	中華民國蘭心婚姻媒合服務協會(合)	社會團體	(社會服務及慈善團體)	理事長	陳富民  先生	101/04/28	03-4363678;03-3316675	1010197683	320桃園縣中壢市新中北路2段132號
5233	中華民國蘭陽文化協會	社會團體	(學術文化團體)	理事長	金學坪  先生	89/04/30	02-23416611	8973148	臺北市羅斯福路一段99號9樓
5234	中華民國蘭藝協會   (解散)	社會團體	(經濟業務團體)	理事長	張建邦  	66/10/23	02-2321-4030		台北市麗水街十八號一一二室
5235	中華民國護理教師協會	社會團體	(社會服務及慈善團體)	理事長	王真敏  女士	88/06/26	09899238933		114臺北市內湖區新明路460巷18弄10號5樓
5236	中華民國躍愛全人關懷協會	社會團體	(社會服務及慈善團體)	理事長	林金展  先生	100/07/02	08-7326872	1000188926	屏東市重慶路41號
5237	中華民國鐵人三項運動協會	社會團體	(體育運動團體)	理事長	謝超  先生	83/02/05	02-87800860	8305155	台北市中山區朱崙街20號905室
5238	中華民國鐵人兩項運動協會	社會團體	(體育運動團體)	理事長	許政智  先生	100/03/20	02-8772-3350	1000077285	10489臺北市中山區朱崙街20號611室
5239	中華民國鐵路退休人員協會	社會團體	(社會服務及慈善團體)	理事長	杜新銘  	85/02/15	02-2382-6872		台北市北平西路三號
5240	中華民國鐵道文化協會	社會團體	(學術文化團體)	理事長	任恆毅  先生	84/10/22	0701-0800386	8435746	高雄市鼓山區鼓山一路32號
5241	中華民國鐵道模型研究發展協會	社會團體	(體育運動團體)	理事長	易於孟  先生	98/08/09	03-4961368	0980178880	330桃園縣桃園市新埔六街128號1樓
5242	中華民國鐵道觀光推廣協會   (解散)	社會團體	(經濟業務團體)	理事長	陳美雪  	87/11/22	02-8773-0399		台北市復興南路一段四三號四樓Ａ室
5243	中華民國露營休閒車協會	社會團體	(體育運動團體)	理事長	徐守權  先生	80/06/09	02-2389-5999	8090047	臺北市大同區蘭州街30號4樓
5244	中華民國露營協會	社會團體	(體育運動團體)	理事長	詹德生  先生	64/10/18	02-27132066	660687	105臺北市松山區復興北路179號8樓806室
5245	中華民國攤販協會	社會團體	(經濟業務團體)	理事長	陳義福  先生	79/10/26	02-29726481	84792	新北市三重區中央北路71號2樓
5246	中華民國攤販業發展服務協會	社會團體	(經濟業務團體)	理事長	唐基鴻  先生	95/07/30	02-26542523	0960010269	台北市南港區福德街373巷72號14樓
5247	中華民國歡笑協會	社會團體	(社會服務及慈善團體)	理事長	李建興  先生	98/05/09	02- 29401929	0980122987	新北市中和區宜安路52巷3號3樓
5248	中華民國聾人協會	社會團體	(社會服務及慈善團體)	理事長	牛暄文  先生	69/03/23	02-2552-3082	888454	臺北市大同區太原路197號2樓
5249	中華民國聾啞資源協會	社會團體	(社會服務及慈善團體)	理事長	章文復  	85/03/29	04-874-3122	10A-8511913	彰化縣田中鎮中州路二段九三巷八七號
5250	中華民國聽損兒童家長協會	社會團體	(社會服務及慈善團體)	理事長	鄭師侃  先生	99/01/10	03-3892613	0990050548	桃園縣大溪鎮介壽路703巷8弄52號
5251	中華民國聽語障者關懷協會	社會團體	(社會服務及慈善團體)	理事長	鄭月嬌  女士	99/10/18	02-29900435	0990220364	新北市新莊區化成路178巷3號
5252	中華民國聽障人協會	社會團體	(社會服務及慈善團體)	理事長	謝素分  女士	81/08/09	02-28852120		111臺北市士林區承德路4段58巷10弄6號1樓
5253	中華民國聽障者體育運動協會	社會團體	(體育運動團體)	理事長	李興達  先生	86/09/06	02-25974352#100	8628276	10363臺北市大同區昌吉街55號2樓214室
5254	中華民國聽障棒壘球協會	社會團體	(體育運動團體)	理事長	薛家駒  先生	99/10/10	04-26365202	0990212642	臺中市龍井區中華路1段9號
5255	中華民國聽障福利協會	社會團體	(社會服務及慈善團體)	理事長	吳天保  	79/06/24	04-2227-7429		台中市東山路一段三七巷十二弄十七號
5256	中華民國聽障聯盟	社會團體	(社會服務及慈善團體)	理事長	顏嬋娟  女士	102/12/07	02-2885-2120/2130	1030066230	106臺北市大安區大安路1段96巷9號4樓
5257	中華民國聽覺障礙者體育運動競技協會	社會團體	(體育運動團體)	理事長	黃忠仁  先生	88/03/21	02-2775-8737	8889748	104臺北市朱崙街20號1樓
5258	中華民國讀書會發展協會   (解散)	社會團體	(學術文化團體)	理事長	邱天助  	86/05/17	02-2100-2344	8616659	台北縣新店市北新路一段八九號十二樓之一
5259	中華民國鑒福彬慈修功德協會	社會團體	(社會服務及慈善團體)	理事長	張坤章  先生	93/10/09	0921076138	09341933	新北市新莊區中華路1段30號5樓
5260	中華民國顯密寧瑪巴聞思修佛學會	社會團體	(宗教團體)	理事長	蔣儀韻  女士	84/11/18	02-2286-8887	0950156724	新北市三重區三和路4段91號5樓
5261	中華民國驗光配鏡學會	社會團體	(學術文化團體)	理事長	張榮森  先生	77/07/30	02-2756-9121	8960928	10570臺北市松山區南京東路5段222號3樓
5262	中華民國體內環保協會	社會團體	(醫療衛生團體)	理事長	蔡榮盛  先生	94/01/29	02-2556-0626	0940021207	台北市長安西路342號7樓
5263	中華民國體外循環技術學會	社會團體	(醫療衛生團體)	理事長	鄧武銘  先生	82/06/26	0920735774	0970043499	臺中市西屯區西屯路三段301-5號2樓
5264	中華民國體育用品經銷商協會	社會團體	(經濟業務團體)	理事長	簡宗仁  先生	87/01/08	02-2594-3131#23		台北市中正區民族東路2號5樓501室
5265	中華民國體育志工總會	社會團體	(社會服務及慈善團體)	理事長	陳榮盛  先生	96/06/10	0935851772	0960124350	桃園縣桃園市國鼎一街6號12樓之1
5266	中華民國體育發展協會	社會團體	(體育運動團體)	理事長	鄭敬議  先生	99/06/16	04-7742920	0990147478	彰化縣鹿港鎮海埔里顏厝巷15-21號
5267	中華民國體育運動全民舞蹈協會	社會團體	(體育運動團體)	理事長	周志坤  先生	92/02/23	02-2511-3366	0920015443	104臺北市中山區四平街20號3樓
5268	中華民國體育運動記者協會	社會團體	(體育運動團體)	理事長	簡明珠  女士	99/05/03	02-87731546	0990099697	台北市中山區朱崙街20號504B室
5269	中華民國體育運動訓練協會   (解散)	社會團體	(體育運動團體)	理事長	葉菊蘭  	89/01/21	02-2775-8737		台北市中山北路七段一九０巷一號七樓之一
5270	中華民國體育運動推廣協會   (解散)	社會團體	(體育運動團體)	理事長	陳五洲  	84/09/30	03-328-2491#228		桃園縣桃園市鎮二街六二之一號
5271	中華民國體育運動教練協會	社會團體	(體育運動團體)	理事長	駱傳承  先生	102/02/16	02-26728030	1020218124	237新北市三峽區文化路266之11號9樓
5272	中華民國體育運動團體從業人員交流協會	社會團體	(社會服務及慈善團體)	理事長	陳顯宗  先生	87/11/07	02-87731545	8784020	臺北市中山區朱崙街20號504B室
5273	中華民國體育運動舞蹈推廣協會	社會團體	(體育運動團體)	理事長	張榮宥  女士	94/04/30	03-3114131	0940071370	338桃園縣蘆竹鄉南崁路2 段9號3樓之1
5274	中華民國體育運動舞蹈選手協進會	社會團體	(體育運動團體)	理事長	黃友文  先生	84/09/30	03-3319-292		330桃園縣桃園市力行路5號14樓之1
5275	中華民國體育運動舞蹈總會	社會團體	(體育運動團體)	理事長	葉榮裕  先生	83/03/13	02-2362-7221	8374648	104臺北市中山區朱崙街20號806室
5276	中華民國體育運動總會	社會團體	(體育運動團體)	理事長	張朝國(會長)  先生	13/08/24	02-87711416		104臺北市中山區朱崙街20號3樓307室
5277	中華民國體育運動競技舞教師協會	社會團體	(體育運動團體)	理事長	戴聰輝  先生	79/01/14	02-29786396	0940060917	241新北市三重區光復路1段17號4樓
5278	中華民國體育舞蹈亞洲發展協會	社會團體	(體育運動團體)	理事長	許民財  先生	92/01/11	02-25435036	10c9251202	10446台北市民生東路1段48號6樓
5279	中華民國體育學會	社會團體	(體育運動團體)	理事長	程瑞福  先生	61/06/18	02-2934-5380	478548	116臺北市文山區汀州路4段88號
5280	中華民國體殘生活福利協會   (解散)	社會團體	(社會服務及慈善團體)	理事長	辜水樹  	84/10/14	02-2961-0899		台北縣板橋市稚暉街四六巷二四號
5281	中華民國體適能協會   (解散)	社會團體	(體育運動團體)	理事長	方進隆  	89/03/31	02-2773-8485		台北市中山區朱崙街二０號八樓八０八室
5282	中華民國體適能瑜珈協會	社會團體	(體育運動團體)	理事長	呂明秀  女士	96/10/27	07-2010920	0970017741	高雄市前金區五福三路63號7樓
5283	中華民國體操協會	社會團體	(體育運動團體)	理事長	朱壽騫  先生	62/02/27	02-2752-0643	0970070527	104臺北市中山區朱崙街20號503室
5284	中華民國體操推廣協會	社會團體	(體育運動團體)	理事長	蔡永昌  先生	100/10/15	02-25333227	1000226120	106臺北市大安區信義路4段60號之57
5285	中華民國體操運動發展協會	社會團體	(體育運動團體)	理事長	江敏男  先生	101/08/26	02-2928-1122	1010321783	234新北市永和區中和路499號2樓之1
5286	中華民國蠶絲協會	社會團體	(經濟業務團體)	理事長	王慧珍  女士	63/10/12	02-2393-6234	607205	台北市羅斯福路一段七號十樓之四
5287	中華民國靈乩協會	社會團體	(宗教團體)	理事長	林有春  先生	78/09/16	02-22152921	745887	新北市新店區安康路3段657號
5288	中華民國靈魂光研究會   (解散)	社會團體	(學術文化團體)	理事長	陳恆明  	84/06/11	03-426-2605	8417017	桃園縣中壢市裕民街三七號二樓
5289	中華民國觀世音365行善救助協會	社會團體	(社會服務及慈善團體)	理事長	藍茂虔  先生	99/01/10	27478388-181	0990028233	台北市內湖區內湖路一段396號9樓
5290	中華民國觀世音佛光禪修會	社會團體	(宗教團體)	理事長	陳家榆  女士	96/11/19	02-22266623	0970083131	新北市中和區民治街16號1樓
5291	中華民國觀世音愛心功德會   (解散)	社會團體	(社會服務及慈善團體)	理事長	黃國龍  	84/11/12	06-231-5360		台南縣永康市中華路五０六巷五四號
5292	中華民國觀光工廠促進協會	社會團體	(經濟業務團體)	理事長	柯智美  女士	96/01/24	049-2251065	0960031799	南投縣南投市南崗工業區自強三路16號
5293	中華民國觀光產業資訊協會	社會團體	(經濟業務團體)	理事長	葉正吉  先生	99/05/27	02-25012755	0990115907	臺北市中山區長春路232號2樓
5294	中華民國觀光領隊協會	社會團體	(經濟業務團體)	理事長	劉文義  先生	75/06/30	02-25453555	0930044166	臺北市中山區南京東路3段131號5樓
5295	中華民國觀光學會	社會團體	(學術文化團體)	理事長	紀俊臣  先生	58/03/07	02-2751-9568	318280	台北市安和路1段11號8樓之1
5296	中華民國觀光導遊協會	社會團體	(經濟業務團體)	理事長	伍永益  先生	59/01/30	02-2592-2207		臺北市中山區民權東路二段九號九樓之一
5297	中華民國觀音山觀光協會	社會團體	(經濟業務團體)	理事長	陳全義  先生	93/08/28	02-2292-0901	10A9334970	新北市五股區凌雲路3段92號
5298	中華民國觀音互助協會	社會團體	(社會服務及慈善團體)	理事長	王素美  女士	94/02/05	04-23785282	0940007475	台中市西區存中街156號4樓
5299	中華民國觀音佛祖慈善會	社會團體	(宗教團體)	理事長	游義勇  先生	94/04/02	04-25362869	0940070008	臺中市潭子區仁愛路2段242巷20號
5300	中華民國觀音佛學會	社會團體	(宗教團體)	理事長	林正宗  先生	80/06/23	02-27547178	8001462	臺北市大安區信義路4段333之1號3樓
5301	中華民國觀音香功協會	社會團體	(體育運動團體)	理事長	黃馨慧  女士	88/06/27	04-2422-1567	8885103	402臺中市南區永和里南和一街6巷9號7樓之1
5302	中華民國觀音慈善會   (解散)	社會團體	(社會服務及慈善團體)	理事長	洪麗媚  	92/06/21	02-8601-2030	0920026546	224台北縣林口鄉湖北村湖子路36之1號
5303	中華民國觀音道教會   (解散)	社會團體	(宗教團體)	理事長	洪麗媚  女士	93/03/13	02-8601-2030	0930069775	台北縣林口鄉湖北村湖子36號之1
5304	中華民國觀音巖紫竹林佈施功德會	社會團體	(社會服務及慈善團體)	理事長	陳炳森  	89/07/30	02-2627-2025		台北市內湖區內湖路一段三九巷六之五號
5305	中華民國觀賞魚協會	社會團體	(經濟業務團體)	理事長	陳金龍  	78/10/01	02-2756-6103		台北市忠孝東路四段553巷42之1號
5306	中華民國觀賞魚診療醫學會	社會團體	(學術文化團體)	理事長	黃萬寶  先生	86/08/31	02-2562-4249	8689409	台北市中山區民權東路一段四六號一樓
5307	中華民國觀蕊慈善會	社會團體	(社會服務及慈善團體)	理事長	吳玉粧  女士	96/01/14	02-29853477	0960026219	新北市新莊區中原路349號1樓
5308	中華民國觀龍慈善協會	社會團體	(社會服務及慈善團體)	理事長	祁進居  先生	99/03/07	049-2563188	0990077146	南投縣草屯鎮土城里三層巷17號
5309	中華民國觀護協會	社會團體	(社會服務及慈善團體)	理事長	陳堂立  先生	69/04/13	02-2375-9852		臺北市萬華區成都路117號6樓
5310	中華民國纜繩滑水協會	社會團體	(體育運動團體)	理事長	潘定為  先生	102/03/10	08-8894480	1020156122	946屏東縣恆春鎮南灣路516號
5311	中華民國坣娜瑜伽傳愛協會	社會團體	(體育運動團體)	理事長	張裕津  女士	101/01/15	02-32335507	1010099417	新北市永和區永和路1段69號13樓之1
5312	中華民國炁親道世界和平暨關懷協會	社會團體	(社會服務及慈善團體)	理事長	陳嘉濱  先生	94/01/30	04-26200252	0940064526	436臺中市清水區吳厝里東山路38之1號
5313	中華民國贋復牙科學會	社會團體	(醫療衛生團體)	理事長	徐啟智  先生	78/04/30	02-2754-2271		10541臺北市松山區復興北路465號2樓
5314	中華民國鑛業協進會	社會團體	(經濟業務團體)	理事長	蔡穗  先生	64/12/05	02-2562-1358	299130	104台北市中山區中山北路二段二二號四樓
5315	中華民宿及生態研究協會	社會團體	(經濟業務團體)	理事長	林勝勤  先生	103/04/12	02-2663-1369		新北市石碇區石碇西街47號3樓
5316	中華民族文化發展協會	社會團體	(學術文化團體)	理事長	梁懷茂  先生	91/04/26	02-26718192	0910021317	新北市三峽區國光街5號8樓
5317	中華民族文化藝術交流協會	社會團體	(學術文化團體)	理事長	林金鑾  女士	86/10/26	02-87896161	8707068	110臺北市信義區莊敬路391巷11弄7號1樓
5318	中華民族台灣祖陵山文化推廣協會	社會團體	(學術文化團體)	理事長	吳祐陞  先生	98/11/01	03-3114519	0980215968	桃園縣蘆竹鄉南竹路2段281之1號
5319	中華民族協會	社會團體	(其他公益團體)	理事長	吳魁梧  先生	91/06/19	04-2316-2345	台內社字第0910040549	台中市西屯區四川一街47號3樓
5320	中華民族和平發展促進會	社會團體	(其他公益團體)	理事長	洪昆陽  先生	80/02/05	02-2875-1363		新北市板橋區大觀路3段50巷81號3樓
5321	中華民族易經姓名學教育學會	社會團體	(學術文化團體)	理事長	翁麗明  先生	89/12/16	02-2684-4371	0910003799	新北市樹林區後站街三巷八號四樓
5322	中華民族易經氣功養生教育學會	社會團體	(體育運動團體)	理事長	陳軒翊  先生	90/11/10	02-2684-4371	9035906	新北市樹林區後站街3巷8號4樓
5323	中華民族易經教育學會	社會團體	(學術文化團體)	理事長	翁麗明  先生	88/09/21	03-3681-735	8834854	桃園縣八德市瑞泰里介壽路二段七三八號
5324	中華民族族群融合促進協會	社會團體	(社會服務及慈善團體)	理事長	王玲珠  女士	93/06/29	07-3908829	0930030990	高雄市三民區九如二路74號9樓
5325	中華民族損傷協會	社會團體	(醫療衛生團體)	理事長	張振澤  先生	86/11/08	02-2704-1332	8686416	台北市大安路一段一七六巷十六號一樓
5326	中華民族團結協會	社會團體	(其他公益團體)	理事長	夏瀛洲  先生	99/07/31	02-28881500	0990171181	111臺北市士林區承德路4段235號6樓
5327	中華民族騰飛交流協會	社會團體	(學術文化團體)	理事長	金鴻文  先生	99/11/14	03-4893750	1000044742	桃園縣龍潭鄉金龍路365巷2號1樓
5328	中華民間藝術發展協會	社會團體	(學術文化團體)	理事長	劉永和  	83/11/12	090-249-144	8387784	新北市新莊區建中街四八巷六弄二號
5329	中華永續休閒農業推廣協會	社會團體	(經濟業務團體)	理事長	蕭媖尹  女士	100/11/19	05-271-5698	1000230850	60044嘉義市民權路116之1號7樓
5330	中華永續健走運動暨健康養生推廣協會	社會團體	(體育運動團體)	理事長	蕭英哲  先生	100/11/12	05-2715698	1000226900	60044嘉義市民權路116之1號7樓
5331	中華永續教育協會	社會團體	(學術文化團體)	理事長	李天任  先生	98/12/14	02-27005858＃8245	0990052452	台北市建國南路2段231號B207室
5332	中華永續農業協會	社會團體	(經濟業務團體)	理事長	陳仁炫  先生	82/12/20	04-23302301~5#		臺中市霧峰區萬豐里中正路189號
5333	中華犯罪防制輔導協會   (解散)	社會團體	(社會服務及慈善團體)	理事長	黃正雄  	87/02/21	02-2939-3318		台北市木新路三段二三二巷二號
5334	中華玄一宗朝原聖道會	社會團體	(宗教團體)	理事長	鄭文輝  先生	96/12/30	02-29357822	0970022056	新北市新店區翠峰路70巷15號
5335	中華玄光慈善同心會	社會團體	(宗教團體)	理事長	黃國誠  先生	102/11/23	03-4714999	台內團1020365661	桃園縣大溪鎮義和里榮安一村35號
5336	中華玄牝門養生協會	社會團體	(醫療衛生團體)	理事長	高騰豐  先生	95/11/19	02-22552843	0950200464	新北市板橋區文化路1段188巷18-2號3樓
5337	中華玄武靈山臺道教會	社會團體	(宗教團體)	理事長	潘玉绮  女士	99/12/18	04-25980219	1000014129	台中市和平區平等里中興路94-2號
5338	中華玄武觀護法會	社會團體	(宗教團體)	理事長	吳順清  先生	98/10/10	02-25978205	0980210690	台北市新生北路三段3巷33號1樓
5339	中華玄空風水地理協會	社會團體	(學術文化團體)	理事長	曾鏡明  先生	93/06/26	02-25872300	0930061984	103臺北市大同區民權西路279號1樓
5340	中華玄門法師總會	社會團體	(宗教團體)	理事長	方慧琪  女士	99/08/09	04-25389577	0990169693	臺中市潭子區潭興路一段1-2號
5341	中華玄門慈善功德會	社會團體	(社會服務及慈善團體)	理事長	盧經良  先生	96/12/11	04-25389577	0960198459	臺中市潭子區聚興里12鄰潭興路一段3-1號
5342	中華玄門萬佛寺聖事會	社會團體	(宗教團體)	理事長	陳榮騰  先生	97/06/01	04-22435330	0970096007	臺中市潭子區聚興里潭興路一段3-1號
5343	中華玄門經文社	社會團體	(宗教團體)	理事長	廖盧美麗  女士	96/01/11	04-25564426	0960022813	臺中市潭子區聚興里潭興路一段1-2號
5344	中華玄門聖事會	社會團體	(宗教團體)	理事長	林秋雄  先生	100/04/01	04-25389577	1000080554	台中市潭子區潭興路一段3-1號
5345	中華玄門道教總會	社會團體	(宗教團體)	理事長	黃玉聰  女士	93/05/02	02-26007658	0930072882	244新北市林口區文化一路一段100巷8弄6號
5346	中華玄門總會	社會團體	(宗教團體)	理事長	林秋雄  先生	99/09/12	04-25389577	0990200674	臺中市潭子區潭興路一段3-1號
5347	中華玄真全民協會	社會團體	(宗教團體)	理事長	鍾泉  先生	91/01/01	02-29375832	0920021524	台北市文山區下崙路11巷31號1樓
5348	中華玄聖關懷協會	社會團體	(社會服務及慈善團體)	理事長	姚若荷  女士	98/10/11	02-27266350	0980198960	臺北市信義區松德路25巷33號
5349	中華玄儒道經科儀弘揚協會	社會團體	(宗教團體)	理事長	余健宏  先生	100/03/26	02-26795816	1000079565	新北市鶯歌區中正一路262之2號1樓
5350	中華玄機風水命理研究會	社會團體	(學術文化團體)	理事長	廖茂宏  先生	96/07/21	02-29221008	0960129184	新北市永和區永利路84巷5號1樓3
5351	中華玉米田教育文化協會   (解散)	社會團體	(學術文化團體)	理事長	劉彥昇  先生	91/02/18	02-2364-5199	0910069399	100台北市中正區羅斯福路3段136-1號2樓
5352	中華玉京山道統協會	社會團體	(宗教團體)	理事長	盧復順  先生	97/12/27	02-27374657	0980092211	台北市忠孝東路四段55號5樓
5353	中華玉清正一道教會	社會團體	(宗教團體)	理事長	詹明宗  先生	99/03/20	02-22800448	0990139442	新北市三重區車路頭街122巷27號
5354	中華玉線玄門真宗教會	社會團體	(宗教團體)	理事長	陳桂興  先生	90/03/18	04-2491-5067	9060859	臺中市神岡區中山路1254號
5355	中華玉器藝術文化交流協會	社會團體	(學術文化團體)	理事長	莊慶昌  先生	91/02/02	02-2708-5931	0910065463	106台北市大安區建國南路1段285號7樓
5356	中華玉翰慈心會	社會團體	(社會服務及慈善團體)	理事長	廖滄濃  	95/01/07	0910128286	0950020905	台北市中山區農安街77巷9弄11號
5357	中華玉勅奉天宮天上聖母慈善功德會	社會團體	(社會服務及慈善團體)	理事長	陳冠希  先生	99/03/20	02-24283792	0990091718	基隆市中山區中山一路291巷28號
5358	中華甘丹顯密佛教協會	社會團體	(宗教團體)	理事長	吳昱輝  先生	90/10/28	02-26881100		231新北市新店區安康路291巷54號
5359	中華生化工程學會	社會團體	(學術文化團體)	理事長	曾耀銘  先生	90/04/28	03-574-2509	台內社字第9017405號	新竹市光復路二段一０一號化工館三一一室
5360	中華生存運動協會	社會團體	(體育運動團體)	理事長	賴威民  先生	101/09/01	02-26333963	1010310932	臺北市內湖區安泰街147號
5361	中華生死學會	社會團體	(學術文化團體)	理事長	劉易齋  先生	88/09/05	02-28917610		242新北市新莊區化成路375巷26號
5362	中華生技美容發展協會	社會團體	(經濟業務團體)	理事長	林益興  	93/01/06	0800-768-668	10A9304177	臺北市仁愛路1段24號1樓
5363	中華生技養生防癌協會	社會團體	(醫療衛生團體)	理事長	湯飛龍  先生	95/04/11	03-3289366	0950076271	台北市大安區忠孝東路4段55-4號5樓
5364	中華生命力養生照護協會	社會團體	(社會服務及慈善團體)	理事長	王順堂  先生	102/06/07	02-25021939	1020231291	臺北市中山區長安東路2段178號3樓之2
5365	中華生命互動聯盟	社會團體	(社會服務及慈善團體)	理事長	周淑瑛  先生	92/03/29	04-23600430	0920015880	臺中市北區自強一街17號1樓
5366	中華生命文化學會   (解散)	社會團體	(學術文化團體)	理事長	蘇永安  	81/09/05	02-2772-0746		台北市忠孝東路四段一七七號四樓之六
5367	中華生命再造協會	社會團體	(社會服務及慈善團體)	理事長	黃杲傑  先生	91/08/31	02-23831155	0910029329	台北市南京東路2段11號9樓
5368	中華生命科學發展協會	社會團體	(學術文化團體)	理事長	鄭文鼐  先生	82/05/15	02-27525486	8213185	台北市復興南路1段71號4樓
5369	中華生命科學管理協會	社會團體	(環保團體)	理事長	張清良  	92/09/22	04-2314-0891	0930016885	台北市重慶南路一段20號6樓
5370	中華生命哲學協會	社會團體	(社會服務及慈善團體)	理事長	鄺芷人  先生	100/03/12	04-23591476	1000071551	臺中市西屯區工業區1路2巷3號5樓之4
5371	中華生命能量養生協會	社會團體	(醫療衛生團體)	理事長	蘇永安  女士	93/03/13	02-27762768	09316355	台北市大安區忠孝東路4段250號4樓
